# Testes analiticos, nao cotacao nem previsao comercial.
# Base hipotetica: spread=25 bps, tarifa fixa=R$40 e carry=4 bps.
# IOF incerto: BENS_SERVICOS OUT=38 bps e ATIVOS_VIRTUAIS OUT=350 bps na base.
# Cada Ordem e uma posicao liquida; nao ha deducao adicional de autonetting.
# Cada semente representa uma carteira-ano sintetica de 365 dias.
nome_mix,n_clientes,janela_dias,horizonte_dias,seed_base,cenario,descricao,spread_bps,tarifa_fixa_brl,carry_bps,iof_bens_servicos_out_bps,iof_ativos_virtuais_out_bps,economia_base_bps,efeito_spread_bps,efeito_tarifa_bps,efeito_carry_bps,efeito_iof_bens_servicos_bps,efeito_iof_ativos_virtuais_bps,economia_estressada_bps,economia_positiva
equilibrado,8,7,365,1,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,121.180697,0.000000,0.000000,-0.000000,-6.036031,-58.446406,56.698260,True
equilibrado,8,7,365,1,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,121.180697,-20.541275,-1.085920,-0.000000,-6.036031,-58.446406,35.071065,True
equilibrado,8,7,365,1,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,121.180697,0.000000,0.000000,-17.254671,0.000000,0.000000,103.926026,True
equilibrado,8,7,365,1,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,121.180697,-20.541275,-1.085920,-17.254671,-6.036031,-58.446406,17.816394,True
equilibrado,8,7,365,1,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,121.180697,0.000000,0.000000,3.286604,0.000000,0.000000,124.467301,True
equilibrado,8,1,365,2,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,125.224803,0.000000,0.000000,-0.000000,0.000000,0.000000,125.224803,True
equilibrado,8,1,365,2,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,125.224803,-19.483450,0.000000,-0.000000,0.000000,0.000000,105.741353,True
equilibrado,8,1,365,2,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,125.224803,0.000000,-0.978160,-0.000000,0.000000,0.000000,124.246643,True
equilibrado,8,1,365,2,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,125.224803,0.000000,0.000000,-0.000000,-4.355246,-54.931790,65.937768,True
equilibrado,8,1,365,2,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,125.224803,-19.483450,-0.978160,-0.000000,-4.355246,-54.931790,45.476158,True
equilibrado,8,1,365,2,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,125.224803,0.000000,0.000000,-16.366098,0.000000,0.000000,108.858705,True
equilibrado,8,1,365,2,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,125.224803,-19.483450,-0.978160,-16.366098,-4.355246,-54.931790,29.110060,True
equilibrado,8,1,365,2,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,125.224803,0.000000,0.000000,3.117352,0.000000,0.000000,128.342155,True
equilibrado,8,7,365,2,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,125.723175,0.000000,0.000000,-0.000000,0.000000,0.000000,125.723175,True
equilibrado,8,7,365,2,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,125.723175,-19.484700,0.000000,-0.000000,0.000000,0.000000,106.238475,True
equilibrado,8,7,365,2,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,125.723175,0.000000,-0.982800,-0.000000,0.000000,0.000000,124.740375,True
equilibrado,8,7,365,2,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,125.723175,0.000000,0.000000,-0.000000,-4.312864,-55.612886,65.797425,True
equilibrado,8,7,365,2,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,125.723175,-19.484700,-0.982800,-0.000000,-4.312864,-55.612886,45.329925,True
equilibrado,8,7,365,2,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,125.723175,0.000000,0.000000,-16.367148,0.000000,0.000000,109.356027,True
equilibrado,8,7,365,2,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,125.723175,-19.484700,-0.982800,-16.367148,-4.312864,-55.612886,28.962777,True
equilibrado,8,7,365,2,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,125.723175,0.000000,0.000000,3.117552,0.000000,0.000000,128.840727,True
equilibrado,8,1,365,3,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,135.589284,0.000000,0.000000,-0.000000,0.000000,0.000000,135.589284,True
equilibrado,8,1,365,3,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,135.589284,-21.313800,0.000000,-0.000000,0.000000,0.000000,114.275484,True
equilibrado,8,1,365,3,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,135.589284,0.000000,-1.006200,-0.000000,0.000000,0.000000,134.583084,True
equilibrado,8,1,365,3,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,135.589284,0.000000,0.000000,-0.000000,-5.087218,-46.300653,84.201413,True
equilibrado,8,1,365,3,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,135.589284,-21.313800,-1.006200,-0.000000,-5.087218,-46.300653,61.881413,True
equilibrado,8,1,365,3,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,135.589284,0.000000,0.000000,-17.903592,0.000000,0.000000,117.685692,True
equilibrado,8,1,365,3,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,135.589284,-21.313800,-1.006200,-17.903592,-5.087218,-46.300653,43.977821,True
equilibrado,8,1,365,3,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,135.589284,0.000000,0.000000,3.410208,0.000000,0.000000,138.999492,True
equilibrado,8,7,365,3,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,139.357213,0.000000,0.000000,-0.000000,0.000000,0.000000,139.357213,True
equilibrado,8,7,365,3,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,139.357213,-21.667075,0.000000,-0.000000,0.000000,0.000000,117.690138,True
equilibrado,8,7,365,3,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,139.357213,0.000000,-1.020920,-0.000000,0.000000,0.000000,138.336293,True
equilibrado,8,7,365,3,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,139.357213,0.000000,0.000000,-0.000000,-5.000124,-50.829993,83.527096,True
equilibrado,8,7,365,3,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,139.357213,-21.667075,-1.020920,-0.000000,-5.000124,-50.829993,60.839101,True
equilibrado,8,7,365,3,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,139.357213,0.000000,0.000000,-18.200343,0.000000,0.000000,121.156870,True
equilibrado,8,7,365,3,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,139.357213,-21.667075,-1.020920,-18.200343,-5.000124,-50.829993,42.638758,True
equilibrado,8,7,365,3,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,139.357213,0.000000,0.000000,3.466732,0.000000,0.000000,142.823945,True
equilibrado,8,1,365,4,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,134.516121,0.000000,0.000000,-0.000000,0.000000,0.000000,134.516121,True
equilibrado,8,1,365,4,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,134.516121,-20.975300,0.000000,-0.000000,0.000000,0.000000,113.540821,True
equilibrado,8,1,365,4,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,134.516121,0.000000,-1.059520,-0.000000,0.000000,0.000000,133.456601,True
equilibrado,8,1,365,4,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,134.516121,0.000000,0.000000,-0.000000,-4.669993,-66.333778,63.512350,True
equilibrado,8,1,365,4,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,134.516121,-20.975300,-1.059520,-0.000000,-4.669993,-66.333778,41.477530,True
equilibrado,8,1,365,4,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,134.516121,0.000000,0.000000,-17.619252,0.000000,0.000000,116.896869,True
equilibrado,8,1,365,4,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,134.516121,-20.975300,-1.059520,-17.619252,-4.669993,-66.333778,23.858278,True
equilibrado,8,1,365,4,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,134.516121,0.000000,0.000000,3.356048,0.000000,0.000000,137.872169,True
equilibrado,8,7,365,4,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,135.356480,0.000000,0.000000,-0.000000,0.000000,0.000000,135.356480,True
equilibrado,8,7,365,4,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,135.356480,-21.034200,0.000000,-0.000000,0.000000,0.000000,114.322280,True
equilibrado,8,7,365,4,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,135.356480,0.000000,-1.063960,-0.000000,0.000000,0.000000,134.292520,True
equilibrado,8,7,365,4,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,135.356480,0.000000,0.000000,-0.000000,-4.631752,-67.098325,63.626403,True
equilibrado,8,7,365,4,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,135.356480,-21.034200,-1.063960,-0.000000,-4.631752,-67.098325,41.528243,True
equilibrado,8,7,365,4,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,135.356480,0.000000,0.000000,-17.668728,0.000000,0.000000,117.687752,True
equilibrado,8,7,365,4,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,135.356480,-21.034200,-1.063960,-17.668728,-4.631752,-67.098325,23.859515,True
equilibrado,8,7,365,4,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,135.356480,0.000000,0.000000,3.365472,0.000000,0.000000,138.721952,True
equilibrado,8,1,365,5,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,124.767174,0.000000,0.000000,-0.000000,0.000000,0.000000,124.767174,True
equilibrado,8,1,365,5,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,124.767174,-19.591800,0.000000,-0.000000,0.000000,0.000000,105.175374,True
equilibrado,8,1,365,5,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,124.767174,0.000000,-1.220360,-0.000000,0.000000,0.000000,123.546814,True
equilibrado,8,1,365,5,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,124.767174,0.000000,0.000000,-0.000000,-4.412990,-67.821243,52.532941,True
equilibrado,8,1,365,5,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,124.767174,-19.591800,-1.220360,-0.000000,-4.412990,-67.821243,31.720781,True
equilibrado,8,1,365,5,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,124.767174,0.000000,0.000000,-16.457112,0.000000,0.000000,108.310062,True
equilibrado,8,1,365,5,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,124.767174,-19.591800,-1.220360,-16.457112,-4.412990,-67.821243,15.263669,True
equilibrado,8,1,365,5,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,124.767174,0.000000,0.000000,3.134688,0.000000,0.000000,127.901862,True
equilibrado,8,7,365,5,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,127.152607,0.000000,0.000000,-0.000000,0.000000,0.000000,127.152607,True
equilibrado,8,7,365,5,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,127.152607,-19.734950,0.000000,-0.000000,0.000000,0.000000,107.417657,True
equilibrado,8,7,365,5,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,127.152607,0.000000,-1.239840,-0.000000,0.000000,0.000000,125.912767,True
equilibrado,8,7,365,5,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,127.152607,0.000000,0.000000,-0.000000,-4.293447,-69.778527,53.080633,True
equilibrado,8,7,365,5,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,127.152607,-19.734950,-1.239840,-0.000000,-4.293447,-69.778527,32.105843,True
equilibrado,8,7,365,5,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,127.152607,0.000000,0.000000,-16.577358,0.000000,0.000000,110.575249,True
equilibrado,8,7,365,5,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,127.152607,-19.734950,-1.239840,-16.577358,-4.293447,-69.778527,15.528485,True
equilibrado,8,7,365,5,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,127.152607,0.000000,0.000000,3.157592,0.000000,0.000000,130.310199,True
equilibrado,8,1,365,6,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,133.485152,0.000000,0.000000,-0.000000,0.000000,0.000000,133.485152,True
equilibrado,8,1,365,6,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,133.485152,-21.674850,0.000000,-0.000000,0.000000,0.000000,111.810302,True
equilibrado,8,1,365,6,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,133.485152,0.000000,-1.116920,-0.000000,0.000000,0.000000,132.368232,True
equilibrado,8,1,365,6,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,133.485152,0.000000,0.000000,-0.000000,-5.646819,-73.261398,54.576935,True
equilibrado,8,1,365,6,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,133.485152,-21.674850,-1.116920,-0.000000,-5.646819,-73.261398,31.785165,True
equilibrado,8,1,365,6,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,133.485152,0.000000,0.000000,-18.206874,0.000000,0.000000,115.278278,True
equilibrado,8,1,365,6,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,133.485152,-21.674850,-1.116920,-18.206874,-5.646819,-73.261398,13.578291,True
equilibrado,8,1,365,6,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,133.485152,0.000000,0.000000,3.467976,0.000000,0.000000,136.953128,True
equilibrado,8,7,365,6,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,134.614697,0.000000,0.000000,-0.000000,0.000000,0.000000,134.614697,True
equilibrado,8,7,365,6,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,134.614697,-21.798025,0.000000,-0.000000,0.000000,0.000000,112.816672,True
equilibrado,8,7,365,6,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,134.614697,0.000000,-1.129480,-0.000000,0.000000,0.000000,133.485217,True
equilibrado,8,7,365,6,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,134.614697,0.000000,0.000000,-0.000000,-5.646819,-74.373086,54.594792,True
equilibrado,8,7,365,6,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,134.614697,-21.798025,-1.129480,-0.000000,-5.646819,-74.373086,31.667287,True
equilibrado,8,7,365,6,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,134.614697,0.000000,0.000000,-18.310341,0.000000,0.000000,116.304356,True
equilibrado,8,7,365,6,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,134.614697,-21.798025,-1.129480,-18.310341,-5.646819,-74.373086,13.356946,True
equilibrado,8,7,365,6,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,134.614697,0.000000,0.000000,3.487684,0.000000,0.000000,138.102381,True
equilibrado,8,1,365,7,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,126.558057,0.000000,0.000000,-0.000000,0.000000,0.000000,126.558057,True
equilibrado,8,1,365,7,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,126.558057,-20.504375,0.000000,-0.000000,0.000000,0.000000,106.053682,True
equilibrado,8,1,365,7,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,126.558057,0.000000,-1.058720,-0.000000,0.000000,0.000000,125.499337,True
equilibrado,8,1,365,7,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,126.558057,0.000000,0.000000,-0.000000,-5.322164,-62.315803,58.920091,True
equilibrado,8,1,365,7,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,126.558057,-20.504375,-1.058720,-0.000000,-5.322164,-62.315803,37.356996,True
equilibrado,8,1,365,7,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,126.558057,0.000000,0.000000,-17.223675,0.000000,0.000000,109.334382,True
equilibrado,8,1,365,7,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,126.558057,-20.504375,-1.058720,-17.223675,-5.322164,-62.315803,20.133321,True
equilibrado,8,1,365,7,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,126.558057,0.000000,0.000000,3.280700,0.000000,0.000000,129.838757,True
equilibrado,8,7,365,7,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,128.223131,0.000000,0.000000,-0.000000,0.000000,0.000000,128.223131,True
equilibrado,8,7,365,7,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,128.223131,-20.549750,0.000000,-0.000000,0.000000,0.000000,107.673381,True
equilibrado,8,7,365,7,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,128.223131,0.000000,-1.063160,-0.000000,0.000000,0.000000,127.159971,True
equilibrado,8,7,365,7,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,128.223131,0.000000,0.000000,-0.000000,-5.180584,-63.723706,59.318842,True
equilibrado,8,7,365,7,piso_sem_componentes_incertos,"Zera spread, tarifa fixa e as duas aliquotas incertas; mantem carry em 4 bps.",0.000000,0.00,4.000000,0.000000,0.000000,128.223131,-20.549750,-1.063160,-0.000000,-5.180584,-63.723706,37.705932,True
equilibrado,8,7,365,7,carry_25bps,"Eleva o carry de 4 para 25 bps, sem alterar os demais componentes.",25.000000,40.00,25.000000,38.000000,350.000000,128.223131,0.000000,0.000000,-17.261790,0.000000,0.000000,110.961341,True
equilibrado,8,7,365,7,combinado_severo,Aplica o piso dos componentes incertos e eleva o carry para 25 bps.,0.000000,0.00,25.000000,0.000000,0.000000,128.223131,-20.549750,-1.063160,-17.261790,-5.180584,-63.723706,20.444142,True
equilibrado,8,7,365,7,sem_carry,Limite superior simples: retira o custo de carry e mantem o restante na base.,25.000000,40.00,0.000000,38.000000,350.000000,128.223131,0.000000,0.000000,3.287960,0.000000,0.000000,131.511091,True
equilibrado,8,1,365,8,base_hipotetica,Hipoteses atuais do modelo; ainda nao calibradas.,25.000000,40.00,4.000000,38.000000,350.000000,119.852847,0.000000,0.000000,-0.000000,0.000000,0.000000,119.852847,True
equilibrado,8,1,365,8,sem_spread,Retira integralmente o spread evitado.,0.000000,40.00,4.000000,38.000000,350.000000,119.852847,-21.001000,0.000000,-0.000000,0.000000,0.000000,98.851847,True
equilibrado,8,1,365,8,sem_tarifa_fixa,Retira integralmente a tarifa fixa evitada.,25.000000,0.00,4.000000,38.000000,350.000000,119.852847,0.000000,-1.047480,-0.000000,0.000000,0.000000,118.805367,True
equilibrado,8,1,365,8,iof_incerto_zero,Zera somente as duas aliquotas de IOF ainda nao confirmadas.,25.000000,40.00,4.000000,0.000000,0.000000,119.852847,0.000000,0.000000,-0.000000,-6.663903,-51.061633,62.127311,True
